#Chr,Start,End,Direct,Length,Sample,Type,Share_depth,Share_start,Share_end
3,116712,116815,ler_hete,104,Sample_c48,20-2000bp,6,116712,116815
3,186256,186344,ler_hete,89,Sample_c48,20-2000bp,1,186256,186344
3,489445,489606,ler_hete,162,Sample_c48,20-2000bp,1,489445,489606
3,630423,630754,ler_hete,332,Sample_c48,20-2000bp,1,630423,630754
3,739091,740006,ler_hete,916,Sample_c48,20-2000bp,5,739091,740006
3,851068,851113,ler_hete,46,Sample_c48,20-2000bp,7,851068,851147
3,899779,899862,ler_hete,84,Sample_c48,20-2000bp,1,899779,899862
3,903437,903762,ler_hete,326,Sample_c48,20-2000bp,6,903437,903762
3,949386,949595,ler_hete,210,Sample_c48,20-2000bp,3,949386,949595
3,1170722,1170880,ler_hete,159,Sample_c48,20-2000bp,10,1170722,1170880
3,1176081,1176424,ler_hete,344,Sample_c48,20-2000bp,4,1176081,1176424
3,1268962,1269221,ler_hete,260,Sample_c48,20-2000bp,2,1268962,1269221
3,1693340,1693597,ler_hete,258,Sample_c48,20-2000bp,1,1693340,1693597
3,1859560,1859883,ler_hete,324,Sample_c48,20-2000bp,2,1859560,1859883
3,1870126,1870491,ler_hete,366,Sample_c48,20-2000bp,1,1870126,1870491
3,2138716,2138825,ler_hete,110,Sample_c48,20-2000bp,2,2138412,2138825
3,2644787,2645211,ler_hete,425,Sample_c48,20-2000bp,3,2644787,2645211
3,3396286,3396650,ler_hete,365,Sample_c48,20-2000bp,2,3396286,3396651
3,4271383,4271464,ler_hete,82,Sample_c48,20-2000bp,1,4271383,4271464
3,4369360,4369512,ler_hete,153,Sample_c48,20-2000bp,1,4369360,4369512
3,4957193,4957456,ler_hete,264,Sample_c48,20-2000bp,2,4957193,4957456
3,5256299,5256323,ler_hete,25,Sample_c48,20-2000bp,1,5256299,5256323
3,5555453,5555987,ler_hete,535,Sample_c48,20-2000bp,1,5555453,5555987
3,6186866,6186917,ler_hete,52,Sample_c48,20-2000bp,4,6186866,6186917
3,6379164,6379235,ler_hete,72,Sample_c48,20-2000bp,8,6379164,6379235
3,6383310,6383515,ler_hete,206,Sample_c48,20-2000bp,4,6383310,6383515
3,6750004,6750609,ler_hete,606,Sample_c48,20-2000bp,6,6750004,6750609
3,6788417,6788622,ler_hete,206,Sample_c48,20-2000bp,3,6788417,6788622
3,7637114,7637464,ler_hete,351,Sample_c48,20-2000bp,1,7637114,7637464
3,7638689,7638731,ler_hete,43,Sample_c48,20-2000bp,3,7638689,7638731
3,7651524,7651840,ler_hete,317,Sample_c48,20-2000bp,3,7651524,7651840
3,7775895,7775998,ler_hete,104,Sample_c48,20-2000bp,6,7775895,7775998
3,7989685,7989982,ler_hete,298,Sample_c48,20-2000bp,5,7989685,7989982
3,8344005,8345326,ler_hete,1322,Sample_c48,20-2000bp,1,8344005,8345326
3,8395150,8395221,ler_hete,72,Sample_c48,20-2000bp,5,8395135,8395221
3,9224147,9224193,ler_hete,47,Sample_c48,20-2000bp,5,9224147,9224193
3,9282175,9282907,ler_hete,733,Sample_c48,20-2000bp,7,9282156,9283023
3,9303789,9303811,ler_hete,23,Sample_c48,20-2000bp,2,9303789,9303811
3,10464315,10464922,ler_hete,608,Sample_c48,20-2000bp,8,10464315,10464922
3,13915833,13916447,col_hete,615,Sample_c48,20-2000bp,4,13915833,13916447
3,14534256,14534365,col_hete,110,Sample_c48,20-2000bp,5,14534256,14534383
3,14534580,14535059,col_hete,480,Sample_c48,20-2000bp,4,14534580,14535059
3,20584549,20584597,col_hete,49,Sample_c48,20-2000bp,3,20584549,20585370
3,20584672,20585336,col_hete,665,Sample_c48,20-2000bp,5,20584549,20585370
3,20685729,20686576,col_hete,848,Sample_c48,20-2000bp,12,20685729,20686678
3,20686656,20686678,col_hete,23,Sample_c48,20-2000bp,12,20685729,20686678
3,20726443,20726547,col_hete,105,Sample_c48,20-2000bp,9,20726443,20726724
3,21342251,21342675,col_hete,425,Sample_c48,20-2000bp,7,21342251,21342675
3,22708785,22708968,col_hete,184,Sample_c48,20-2000bp,7,22708785,22708968
3,22771331,22772154,col_hete,824,Sample_c48,20-2000bp,7,22771331,22772154
5,17034002,17034353,col_hete,352,Sample_c48,20-2000bp,9,17034002,17034353
5,18387329,18387827,col_hete,499,Sample_c48,20-2000bp,13,18387290,18387827
5,18668720,18669961,col_hete,1242,Sample_c48,20-2000bp,17,18668720,18669961
5,19417275,19417297,col_hete,23,Sample_c48,20-2000bp,7,19417275,19417297
5,20519797,20519983,col_hete,187,Sample_c48,20-2000bp,8,20519797,20519983
5,21013859,21013982,col_hete,124,Sample_c48,20-2000bp,18,21013859,21015295
5,21014165,21014199,col_hete,35,Sample_c48,20-2000bp,10,21013859,21015295
5,21014240,21014633,col_hete,394,Sample_c48,20-2000bp,15,21013890,21015295
5,21014649,21014700,col_hete,52,Sample_c48,20-2000bp,15,21013890,21015295
5,21014830,21015295,col_hete,466,Sample_c48,20-2000bp,17,21013890,21015295
5,21925075,21925116,col_hete,42,Sample_c48,20-2000bp,5,21925075,21925116
5,22174106,22174141,col_hete,36,Sample_c48,20-2000bp,6,22174106,22174141
5,24303008,24303066,col_hete,59,Sample_c48,20-2000bp,6,24303008,24303066
5,25967700,25968193,col_hete,494,Sample_c48,20-2000bp,8,25967700,25968193
5,26513478,26514991,col_hete,1514,Sample_c48,20-2000bp,10,26513478,26515551
5,26515079,26515458,col_hete,380,Sample_c48,20-2000bp,10,26513478,26515551
5,26515639,26515680,col_hete,42,Sample_c48,20-2000bp,3,26515639,26515680
5,26684224,26686171,col_hete,1948,Sample_c48,20-2000bp,9,26684224,26686171
1,5732085,5732150,ler_hete,66,Sample_c51,20-2000bp,8,5732085,5732150
1,5732794,5733038,ler_hete,245,Sample_c51,20-2000bp,1,5732794,5733038
1,5834773,5835462,ler_hete,690,Sample_c51,20-2000bp,9,5834773,5835462
1,6116255,6116342,ler_hete,88,Sample_c51,20-2000bp,1,6116255,6116342
1,6247499,6247757,ler_hete,259,Sample_c51,20-2000bp,7,6247499,6247757
1,6995917,6996240,ler_hete,324,Sample_c51,20-2000bp,2,6995917,6996240
1,7138474,7138643,ler_hete,170,Sample_c51,20-2000bp,3,7138474,7138643
1,7276369,7276642,ler_hete,274,Sample_c51,20-2000bp,3,7276369,7276642
1,7337671,7337796,ler_hete,126,Sample_c51,20-2000bp,8,7337671,7337796
1,7382314,7382374,ler_hete,61,Sample_c51,20-2000bp,9,7382314,7382374
1,7551040,7551395,ler_hete,356,Sample_c51,20-2000bp,1,7551040,7551395
1,7560340,7560429,ler_hete,90,Sample_c51,20-2000bp,1,7560340,7560429
1,7784137,7784171,ler_hete,35,Sample_c51,20-2000bp,1,7784137,7784171
1,8352231,8352355,ler_hete,125,Sample_c51,20-2000bp,10,8351184,8352355
1,8448682,8448880,ler_hete,199,Sample_c51,20-2000bp,12,8448682,8448880
1,8548504,8548952,ler_hete,449,Sample_c51,20-2000bp,9,8548504,8548952
1,9000135,9000156,ler_hete,22,Sample_c51,20-2000bp,2,9000135,9000156
1,9429255,9429274,ler_hete,20,Sample_c51,20-2000bp,1,9429255,9429274
1,9749795,9749939,ler_hete,145,Sample_c51,20-2000bp,1,9749795,9749939
1,9825983,9826036,ler_hete,54,Sample_c51,20-2000bp,3,9825983,9826036
1,9919530,9920552,ler_hete,1023,Sample_c51,20-2000bp,1,9919530,9920552
1,9944435,9944719,ler_hete,285,Sample_c51,20-2000bp,2,9944435,9944719
1,10370572,10370743,ler_hete,172,Sample_c51,20-2000bp,1,10370572,10370743
1,10507367,10507443,ler_hete,77,Sample_c51,20-2000bp,1,10507367,10507443
1,10512433,10512573,ler_hete,141,Sample_c51,20-2000bp,4,10512433,10512573
1,10550950,10551442,ler_hete,493,Sample_c51,20-2000bp,1,10550950,10551442
1,10559055,10559419,ler_hete,365,Sample_c51,20-2000bp,2,10559055,10559419
1,10571178,10571322,ler_hete,145,Sample_c51,20-2000bp,5,10571178,10571372
1,10575231,10575914,ler_hete,684,Sample_c51,20-2000bp,5,10575231,10575973
1,10606082,10606159,ler_hete,78,Sample_c51,20-2000bp,3,10606082,10606159
1,10850060,10850554,ler_hete,495,Sample_c51,20-2000bp,8,10850060,10850738
1,11291180,11292468,ler_hete,1289,Sample_c51,20-2000bp,1,11291180,11292468
1,11596259,11596720,ler_hete,462,Sample_c51,20-2000bp,1,11596259,11596720
1,12039443,12039658,ler_hete,216,Sample_c51,20-2000bp,5,12039443,12039658
1,12076034,12076914,ler_hete,881,Sample_c51,20-2000bp,1,12076034,12076914
1,12188939,12188968,ler_hete,30,Sample_c51,20-2000bp,1,12188939,12188968
1,12472379,12472408,ler_hete,30,Sample_c51,20-2000bp,4,12472379,12472408
1,12955246,12955570,ler_hete,325,Sample_c51,20-2000bp,1,12955246,12955570
1,12956077,12956469,ler_hete,393,Sample_c51,20-2000bp,8,12956077,12956469
1,13086402,13086582,ler_hete,181,Sample_c51,20-2000bp,2,13086402,13086582
1,13252936,13252962,ler_hete,27,Sample_c51,20-2000bp,2,13252936,13252962
1,13351523,13351746,ler_hete,224,Sample_c51,20-2000bp,1,13351523,13351746
1,13479941,13479989,ler_hete,49,Sample_c51,20-2000bp,1,13479941,13479989
1,13567401,13568158,ler_hete,758,Sample_c51,20-2000bp,1,13567401,13568158
1,13586645,13586674,ler_hete,30,Sample_c51,20-2000bp,6,13586645,13586674
1,13623078,13623251,ler_hete,174,Sample_c51,20-2000bp,1,13623078,13623251
1,13657072,13657322,ler_hete,251,Sample_c51,20-2000bp,1,13657072,13657322
1,13836792,13837193,ler_hete,402,Sample_c51,20-2000bp,6,13836792,13837193
1,13859470,13859558,ler_hete,89,Sample_c51,20-2000bp,1,13859470,13859558
1,15731467,15731570,ler_hete,104,Sample_c51,20-2000bp,4,15725271,15731587
1,16011215,16012031,ler_hete,817,Sample_c51,20-2000bp,13,16011215,16012031
1,16206838,16207036,ler_hete,199,Sample_c51,20-2000bp,1,16206838,16207036
1,16228168,16228202,ler_hete,35,Sample_c51,20-2000bp,1,16228168,16228202
1,16341114,16341348,ler_hete,235,Sample_c51,20-2000bp,8,16341114,16341348
1,16371839,16371884,ler_hete,46,Sample_c51,20-2000bp,1,16371839,16371884
1,16454149,16454179,ler_hete,31,Sample_c51,20-2000bp,1,16454149,16454179
1,16996233,16996293,ler_hete,61,Sample_c51,20-2000bp,1,16996233,16996293
1,17007910,17008047,ler_hete,138,Sample_c51,20-2000bp,3,17007910,17008047
1,17031773,17031808,ler_hete,36,Sample_c51,20-2000bp,1,17031773,17031808
1,17267268,17267950,ler_hete,683,Sample_c51,20-2000bp,1,17267268,17267950
1,17306293,17306357,ler_hete,65,Sample_c51,20-2000bp,1,17306293,17306357
1,17313092,17313121,ler_hete,30,Sample_c51,20-2000bp,13,17313092,17317452
1,17534518,17534582,ler_hete,65,Sample_c51,20-2000bp,10,17529258,17535092
1,17585992,17586925,ler_hete,934,Sample_c51,20-2000bp,3,17585992,17587276
1,17616567,17616745,ler_hete,179,Sample_c51,20-2000bp,1,17616567,17616745
1,17865288,17865379,ler_hete,92,Sample_c51,20-2000bp,1,17865288,17865379
1,17866252,17866800,ler_hete,549,Sample_c51,20-2000bp,6,17866252,17866800
1,17962453,17962635,ler_hete,183,Sample_c51,20-2000bp,8,17962453,17962635
1,18065663,18065696,ler_hete,34,Sample_c51,20-2000bp,4,18065663,18065696
1,18067948,18068477,ler_hete,530,Sample_c51,20-2000bp,1,18067948,18068477
1,18230564,18230881,ler_hete,318,Sample_c51,20-2000bp,3,18230564,18230881
1,18244219,18245556,ler_hete,1338,Sample_c51,20-2000bp,1,18244219,18245556
1,18454299,18455118,ler_hete,820,Sample_c51,20-2000bp,1,18454299,18455118
1,19070841,19070934,ler_hete,94,Sample_c51,20-2000bp,7,19070838,19070934
1,19078500,19078557,ler_hete,58,Sample_c51,20-2000bp,1,19078500,19078557
1,19213242,19213492,ler_hete,251,Sample_c51,20-2000bp,2,19213242,19213492
1,19272660,19274639,ler_hete,1980,Sample_c51,20-2000bp,1,19272660,19274639
1,19316210,19316282,ler_hete,73,Sample_c51,20-2000bp,1,19316210,19316282
1,19518492,19518515,ler_hete,24,Sample_c51,20-2000bp,1,19518492,19518515
1,19655015,19655099,ler_hete,85,Sample_c51,20-2000bp,5,19655015,19655099
1,19655580,19655634,ler_hete,55,Sample_c51,20-2000bp,1,19655580,19655634
1,19820635,19820661,ler_hete,27,Sample_c51,20-2000bp,1,19820635,19820661
1,19880078,19880424,ler_hete,347,Sample_c51,20-2000bp,8,19880078,19880424
1,20032200,20032549,ler_hete,350,Sample_c51,20-2000bp,1,20032200,20032549
1,20038905,20039154,ler_hete,250,Sample_c51,20-2000bp,1,20038905,20039154
2,534390,535308,col_hete,919,Sample_c51,20-2000bp,10,534388,535308
2,585982,586942,col_hete,961,Sample_c51,20-2000bp,7,585667,587226
2,623540,623569,col_hete,30,Sample_c51,20-2000bp,2,623540,623569
2,1126919,1127319,col_hete,401,Sample_c51,20-2000bp,9,1126919,1127319
2,1391586,1393519,col_hete,1934,Sample_c51,20-2000bp,10,1391586,1393519
2,1643106,1643940,col_hete,835,Sample_c51,20-2000bp,9,1643106,1643940
2,1740799,1741278,col_hete,480,Sample_c51,20-2000bp,6,1740799,1741278
2,1777876,1779208,col_hete,1333,Sample_c51,20-2000bp,10,1777876,1779208
2,1840318,1841004,col_hete,687,Sample_c51,20-2000bp,10,1840318,1841004
2,2217550,2218739,col_hete,1190,Sample_c51,20-2000bp,11,2217550,2218739
2,2232410,2232902,col_hete,493,Sample_c51,20-2000bp,3,2232410,2232902
2,2253283,2253408,col_hete,126,Sample_c51,20-2000bp,7,2251804,2253408
2,2373307,2373421,col_hete,115,Sample_c51,20-2000bp,3,2373301,2373421
2,2598235,2598506,col_hete,272,Sample_c51,20-2000bp,12,2598235,2598506
2,2685180,2685899,col_hete,720,Sample_c51,20-2000bp,10,2678194,2685899
2,3033311,3033383,col_hete,73,Sample_c51,20-2000bp,5,3033311,3033383
2,3034705,3034943,col_hete,239,Sample_c51,20-2000bp,10,3034705,3034943
2,3037888,3038077,col_hete,190,Sample_c51,20-2000bp,10,3037888,3038286
2,3042225,3042598,col_hete,374,Sample_c51,20-2000bp,13,3042225,3042903
2,3042745,3042903,col_hete,159,Sample_c51,20-2000bp,10,3042225,3042903
2,3565856,3565879,col_hete,24,Sample_c51,20-2000bp,3,3565856,3565879
2,3726458,3726895,col_hete,438,Sample_c51,20-2000bp,9,3726458,3726895
2,3727097,3727486,col_hete,390,Sample_c51,20-2000bp,8,3727097,3727669
2,4005000,4005066,col_hete,67,Sample_c51,20-2000bp,8,4005000,4005066
2,4615040,4615424,col_hete,385,Sample_c51,20-2000bp,9,4615040,4615424
2,4685110,4685433,col_hete,324,Sample_c51,20-2000bp,11,4685110,4685433
2,4704103,4704312,col_hete,210,Sample_c51,20-2000bp,11,4704103,4706451
2,4704390,4705480,col_hete,1091,Sample_c51,20-2000bp,12,4704103,4706451
2,4705836,4706451,col_hete,616,Sample_c51,20-2000bp,10,4704103,4706451
2,4741882,4742031,col_hete,150,Sample_c51,20-2000bp,8,4741882,4742031
2,4761299,4763013,col_hete,1715,Sample_c51,20-2000bp,7,4761299,4764700
2,5016089,5016241,col_hete,153,Sample_c51,20-2000bp,3,5016089,5016241
2,5411178,5412178,col_hete,1001,Sample_c51,20-2000bp,9,5411178,5413495
2,5414078,5414938,col_hete,861,Sample_c51,20-2000bp,8,5411861,5415689
2,5415258,5415689,col_hete,432,Sample_c51,20-2000bp,10,5411861,5415689
2,5449430,5450065,col_hete,636,Sample_c51,20-2000bp,9,5449430,5450065
2,5888066,5888098,col_hete,33,Sample_c51,20-2000bp,1,5888066,5888098
2,5902733,5903083,col_hete,351,Sample_c51,20-2000bp,10,5902733,5903083
2,5903175,5903427,col_hete,253,Sample_c51,20-2000bp,10,5903175,5903427
2,5903711,5903768,col_hete,58,Sample_c51,20-2000bp,8,5903711,5903768
2,6096935,6097272,col_hete,338,Sample_c51,20-2000bp,7,6096935,6097272
2,6110959,6111760,col_hete,802,Sample_c51,20-2000bp,8,6110959,6111760
2,6129247,6129925,col_hete,679,Sample_c51,20-2000bp,5,6126775,6129925
2,6262410,6262602,col_hete,193,Sample_c51,20-2000bp,15,6262410,6262602
2,6294674,6295672,col_hete,999,Sample_c51,20-2000bp,12,6294605,6295672
2,6502659,6502811,col_hete,153,Sample_c51,20-2000bp,7,6502659,6502811
2,6579854,6581733,col_hete,1880,Sample_c51,20-2000bp,11,6579854,6583316
2,6581872,6583316,col_hete,1445,Sample_c51,20-2000bp,11,6579854,6583316
2,7242590,7242622,col_hete,33,Sample_c51,20-2000bp,15,7242255,7242622
2,8480117,8480367,col_hete,251,Sample_c51,20-2000bp,10,8479970,8480367
2,8621827,8622092,col_hete,266,Sample_c51,20-2000bp,9,8621781,8622522
2,8816341,8818036,col_hete,1696,Sample_c51,20-2000bp,14,8816341,8820700
2,8869588,8869784,col_hete,197,Sample_c51,20-2000bp,12,8869588,8869845
2,8869816,8869845,col_hete,30,Sample_c51,20-2000bp,12,8869588,8869845
2,9736513,9736539,col_hete,27,Sample_c51,20-2000bp,7,9736513,9736539
2,9923332,9923427,col_hete,96,Sample_c51,20-2000bp,6,9923332,9923427
2,11679004,11679037,col_hete,34,Sample_c51,20-2000bp,6,11679004,11679037
2,12692407,12692670,col_hete,264,Sample_c51,20-2000bp,7,12692407,12692670
2,13522534,13522656,col_hete,123,Sample_c51,20-2000bp,5,13522534,13522656
2,13727027,13727245,col_hete,219,Sample_c51,20-2000bp,12,13727027,13727245
2,14457616,14457906,col_hete,291,Sample_c51,20-2000bp,10,14457616,14457906
2,15273745,15273863,col_hete,119,Sample_c51,20-2000bp,5,15273745,15274144
2,16125740,16126287,col_hete,548,Sample_c51,20-2000bp,15,16125740,16126287
2,16280013,16280035,col_hete,23,Sample_c51,20-2000bp,10,16280013,16280035
2,16921004,16921603,col_hete,600,Sample_c51,20-2000bp,13,16921004,16921603
2,17488830,17488958,col_hete,129,Sample_c51,20-2000bp,7,17488830,17488958
2,17811759,17811908,col_hete,150,Sample_c51,20-2000bp,8,17811759,17811908
2,19219976,19220152,col_hete,177,Sample_c51,20-2000bp,9,19219976,19220152
3,22708785,22708968,col_hete,184,Sample_c51,20-2000bp,7,22708785,22708968
3,22771331,22772154,col_hete,824,Sample_c51,20-2000bp,7,22771331,22772154
4,5537510,5537780,ler_hete,271,Sample_c51,20-2000bp,4,5537510,5537780
4,5547532,5548129,ler_hete,598,Sample_c51,20-2000bp,13,5547532,5548129
4,5728820,5729056,ler_hete,237,Sample_c51,20-2000bp,1,5728820,5729056
4,6180374,6180408,ler_hete,35,Sample_c51,20-2000bp,1,6180374,6180408
4,6180727,6180774,ler_hete,48,Sample_c51,20-2000bp,1,6180727,6180774
4,6419309,6419379,ler_hete,71,Sample_c51,20-2000bp,10,6419309,6419379
4,6656384,6656442,ler_hete,59,Sample_c51,20-2000bp,1,6656384,6656442
4,6662455,6662754,ler_hete,300,Sample_c51,20-2000bp,4,6662455,6662754
4,6738322,6739562,ler_hete,1241,Sample_c51,20-2000bp,1,6738322,6739562
4,6743885,6743919,ler_hete,35,Sample_c51,20-2000bp,1,6743885,6743919
4,6762491,6762535,ler_hete,45,Sample_c51,20-2000bp,1,6762491,6762535
4,6943780,6944436,ler_hete,657,Sample_c51,20-2000bp,1,6943780,6944436
4,7004419,7004473,ler_hete,55,Sample_c51,20-2000bp,1,7004419,7004473
4,7349194,7349841,ler_hete,648,Sample_c51,20-2000bp,4,7349194,7349841
4,7352713,7353208,ler_hete,496,Sample_c51,20-2000bp,8,7352713,7353221
4,7418120,7418901,ler_hete,782,Sample_c51,20-2000bp,6,7418120,7418901
4,7459057,7460978,ler_hete,1922,Sample_c51,20-2000bp,1,7459057,7460978
4,7480668,7480789,ler_hete,122,Sample_c51,20-2000bp,4,7480668,7480789
4,7808716,7809698,ler_hete,983,Sample_c51,20-2000bp,4,7808716,7809698
4,7905347,7905687,ler_hete,341,Sample_c51,20-2000bp,1,7905347,7905687
4,7952816,7952983,ler_hete,168,Sample_c51,20-2000bp,8,7952816,7952983
4,8006377,8006952,ler_hete,576,Sample_c51,20-2000bp,8,8006213,8006952
4,8066008,8066395,ler_hete,388,Sample_c51,20-2000bp,1,8066008,8066395
4,8283437,8283492,ler_hete,56,Sample_c51,20-2000bp,1,8283437,8283492
4,8569555,8569757,ler_hete,203,Sample_c51,20-2000bp,8,8569555,8570007
4,8937456,8937513,ler_hete,58,Sample_c51,20-2000bp,1,8937456,8937513
4,9307920,9308019,ler_hete,100,Sample_c51,20-2000bp,1,9307920,9308019
4,9384708,9384753,ler_hete,46,Sample_c51,20-2000bp,5,9384708,9384756
4,9414652,9414861,ler_hete,210,Sample_c51,20-2000bp,3,9414652,9414861
4,9844641,9844732,ler_hete,92,Sample_c51,20-2000bp,6,9844133,9844732
4,9863720,9863987,ler_hete,268,Sample_c51,20-2000bp,2,9863720,9863987
4,9954299,9955649,ler_hete,1351,Sample_c51,20-2000bp,6,9954299,9957979
4,10097671,10097780,ler_hete,110,Sample_c51,20-2000bp,6,10097671,10097780
4,10397879,10397957,ler_hete,79,Sample_c51,20-2000bp,1,10397879,10397957
4,10434409,10434454,ler_hete,46,Sample_c51,20-2000bp,1,10434409,10434454
4,10459744,10459868,ler_hete,125,Sample_c51,20-2000bp,3,10459744,10459868
4,10604763,10604818,ler_hete,56,Sample_c51,20-2000bp,1,10604763,10604818
4,11374495,11374879,ler_hete,385,Sample_c51,20-2000bp,8,11374495,11374879
4,11584332,11584354,ler_hete,23,Sample_c51,20-2000bp,1,11584332,11584354
4,11623141,11623271,ler_hete,131,Sample_c51,20-2000bp,3,11623141,11623866
4,11777750,11777822,ler_hete,73,Sample_c51,20-2000bp,5,11777750,11777822
4,11813250,11813288,ler_hete,39,Sample_c51,20-2000bp,1,11813250,11813288
4,11846984,11848982,ler_hete,1999,Sample_c51,20-2000bp,3,11846984,11848982
4,11903208,11903230,ler_hete,23,Sample_c51,20-2000bp,1,11903208,11903230
4,12079079,12079168,ler_hete,90,Sample_c51,20-2000bp,1,12079079,12079168
4,12137142,12137229,ler_hete,88,Sample_c51,20-2000bp,1,12137142,12137229
4,12396504,12396758,ler_hete,255,Sample_c51,20-2000bp,1,12396504,12396758
4,12993773,12993929,ler_hete,157,Sample_c51,20-2000bp,6,12993773,12993929
4,13940750,13940866,ler_hete,117,Sample_c51,20-2000bp,6,13940750,13940866
4,14095560,14095751,ler_hete,192,Sample_c51,20-2000bp,2,14095560,14095751
4,14400690,14400914,ler_hete,225,Sample_c51,20-2000bp,2,14400690,14400914
4,14769578,14770377,ler_hete,800,Sample_c51,20-2000bp,4,14769578,14770377
4,15631736,15631793,ler_hete,58,Sample_c51,20-2000bp,2,15631736,15631793
4,15924796,15925123,ler_hete,328,Sample_c51,20-2000bp,1,15924796,15925123
4,16377904,16377940,ler_hete,37,Sample_c51,20-2000bp,5,16377850,16377940
4,16595010,16595423,ler_hete,414,Sample_c51,20-2000bp,4,16594343,16595423
4,16896397,16897044,ler_hete,648,Sample_c51,20-2000bp,6,16896397,16897044
4,16921878,16922841,ler_hete,964,Sample_c51,20-2000bp,1,16921878,16922841
4,17077827,17077943,ler_hete,117,Sample_c51,20-2000bp,1,17077827,17077943
4,17218094,17218120,ler_hete,27,Sample_c51,20-2000bp,4,17218094,17218120
4,17372902,17373844,ler_hete,943,Sample_c51,20-2000bp,4,17371540,17373844
4,17397617,17397894,ler_hete,278,Sample_c51,20-2000bp,5,17397617,17397894
4,17658142,17658415,ler_hete,274,Sample_c51,20-2000bp,2,17658142,17658415
4,17723486,17724770,ler_hete,1285,Sample_c51,20-2000bp,1,17723486,17724770
4,17756402,17756840,ler_hete,439,Sample_c51,20-2000bp,1,17756402,17756840
4,17764318,17764473,ler_hete,156,Sample_c51,20-2000bp,7,17764318,17764474
4,17844720,17845159,ler_hete,440,Sample_c51,20-2000bp,1,17844720,17845159
4,18080024,18080050,ler_hete,27,Sample_c51,20-2000bp,5,18080024,18080050
4,18184172,18184917,ler_hete,746,Sample_c51,20-2000bp,4,18184172,18184917
4,18200698,18202569,ler_hete,1872,Sample_c51,20-2000bp,6,18200698,18202569
5,21177299,21178110,ler_hete,812,Sample_c51,20-2000bp,2,21177299,21178110
5,21380608,21380662,ler_hete,55,Sample_c51,20-2000bp,1,21380608,21380662
5,21428920,21429140,ler_hete,221,Sample_c51,20-2000bp,9,21428920,21429140
5,21493410,21493999,ler_hete,590,Sample_c51,20-2000bp,1,21493410,21493999
1,1425645,1426278,col_hete,634,Sample_c52,20-2000bp,6,1425645,1426358
1,28233922,28234084,ler_hete,163,Sample_c52,20-2000bp,3,28233922,28234084
1,28296426,28296864,ler_hete,439,Sample_c52,20-2000bp,5,28296426,28296864
1,28386447,28386482,ler_hete,36,Sample_c52,20-2000bp,1,28386447,28386482
1,28902177,28902333,ler_hete,157,Sample_c52,20-2000bp,3,28902177,28902334
1,29147914,29148053,ler_hete,140,Sample_c52,20-2000bp,6,29147914,29148175
1,29243124,29243163,ler_hete,40,Sample_c52,20-2000bp,7,29243124,29243163
1,29665848,29667000,ler_hete,1153,Sample_c52,20-2000bp,7,29665848,29667000
1,29772139,29772288,ler_hete,150,Sample_c52,20-2000bp,1,29772139,29772288
1,30037662,30037691,ler_hete,30,Sample_c52,20-2000bp,3,30037662,30037691
1,30210834,30210875,ler_hete,42,Sample_c52,20-2000bp,6,30210834,30210875
2,1198628,1198664,col_hete,37,Sample_c52,20-2000bp,1,1198628,1198664
2,1391586,1393519,col_hete,1934,Sample_c52,20-2000bp,10,1391586,1393519
2,1643106,1643940,col_hete,835,Sample_c52,20-2000bp,9,1643106,1643940
2,1777876,1778356,col_hete,481,Sample_c52,20-2000bp,6,1777876,1779208
2,1840318,1841004,col_hete,687,Sample_c52,20-2000bp,10,1840318,1841004
2,1912409,1912464,col_hete,56,Sample_c52,20-2000bp,5,1912409,1912464
2,2217550,2218739,col_hete,1190,Sample_c52,20-2000bp,11,2217550,2218739
2,2251804,2252767,col_hete,964,Sample_c52,20-2000bp,7,2247616,2253408
2,2598235,2598506,col_hete,272,Sample_c52,20-2000bp,12,2598235,2598506
2,2685180,2685899,col_hete,720,Sample_c52,20-2000bp,10,2678194,2685899
2,3033311,3033383,col_hete,73,Sample_c52,20-2000bp,5,3033311,3033383
2,3034705,3034943,col_hete,239,Sample_c52,20-2000bp,10,3034705,3034943
2,3037259,3037369,col_hete,111,Sample_c52,20-2000bp,10,3037259,3037507
2,3037888,3038286,col_hete,399,Sample_c52,20-2000bp,10,3037888,3038286
2,3039492,3039591,col_hete,100,Sample_c52,20-2000bp,8,3039492,3039591
2,3041117,3041387,col_hete,271,Sample_c52,20-2000bp,6,3041117,3041387
2,3042225,3042903,col_hete,679,Sample_c52,20-2000bp,13,3042225,3042903
2,3044504,3044715,col_hete,212,Sample_c52,20-2000bp,5,3044504,3044715
2,3642388,3642544,col_hete,157,Sample_c52,20-2000bp,4,3642073,3642544
2,3723795,3725529,col_hete,1735,Sample_c52,20-2000bp,11,3723795,3726146
2,3726458,3726895,col_hete,438,Sample_c52,20-2000bp,9,3726458,3726895
2,3727097,3727669,col_hete,573,Sample_c52,20-2000bp,8,3727097,3727669
2,3935087,3935564,col_hete,478,Sample_c52,20-2000bp,5,3935087,3935564
2,3985603,3985844,col_hete,242,Sample_c52,20-2000bp,7,3985603,3985844
2,3995454,3996163,col_hete,710,Sample_c52,20-2000bp,2,3995454,3996163
2,4005000,4005066,col_hete,67,Sample_c52,20-2000bp,8,4005000,4005066
2,4212706,4214367,col_hete,1662,Sample_c52,20-2000bp,1,4212706,4214367
