chr	first	last	size	tetrad	spores	type
chr10	70013.5	70624.5	612	wt_2	b,a	X
chr10	78558.5	81815.5	3258	wt_2	b,a	X
chr10	193404.5	195652	2248.5	wt_2	d,b	X
chr10	292138.5	292216.5	79	wt_2	c	C
chr10	330745.5	331329	584.5	wt_2	a,d	X
chr10	398314	399188.5	875.5	wt_2	d,c	X
chr10	461581.75	463621.5	2040.75	wt_2	c,d	X
chr10	637762.5	637826	NA	wt_2	d,c	X
chr11	38068	39542.5	1475.5	wt_2	b	C
chr11	81866	82539.75	674.75	wt_2	d,b	X
chr11	200013.5	200211.5	199	wt_2	d	C
chr11	224049	227114.5	3066.5	wt_2	d	C
chr11	380928	382244.25	1317.25	wt_2	c	C
chr11	404965	405059.5	NA	wt_2	d,b	X
chr11	426441.5	429218	2777.5	wt_2	c	C
chr11	518041	520963.5	2923.5	wt_2	a,b	X
chr11	526562.5	530713.25	4151.75	wt_2	c	C
chr11	625682.75	627764.5	2082.75	wt_2	a,b	X
chr12	29111	29148.5	38.5	wt_2	b	C
chr12	34273.5	37217	2944.5	wt_2	b,c	M
chr12	86481	86604.75	124.75	wt_2	c	C
chr12	106041.5	106041.5	NA	wt_2	c,d	X
chr12	253076	253603.5	528.5	wt_2	c	C
chr12	281548.25	283190.5	1643.25	wt_2	a,c	X
chr12	384731	386206.5	1476.5	wt_2	d	C
chr12	385800	386206.5	407.5	wt_2	b	C
chr12	572600.5	573639.5	1040	wt_2	a	C
chr12	713246	713595.5	350.5	wt_2	c,a	X
chr12	730330.5	731508.25	1178.75	wt_2	c,a	X
chr12	779751	779751	NA	wt_2	a,c	X
chr12	781235.5	781838	603.5	wt_2	d	C
chr12	874166.5	877416	3250.5	wt_2	a,b	X
chr12	921008.5	923727.5	2720	wt_2	a	C
chr12	1013359.5	1013801.5	443	wt_2	c,b	X
chr12	1027205.5	1027848	643.5	wt_2	b,d	M
chr13	15196	19773	4578	wt_2	c,d	X
chr13	177736	178675	940	wt_2	a,b	X
chr13	256690	256690	NA	wt_2	c,d	X
chr13	344135.5	344308	173.5	wt_2	c	C
chr13	382804.5	384507	1703.5	wt_2	b,d	X
chr13	438064.5	440950	2886.5	wt_2	d	C
chr13	535160.5	537128	1968.5	wt_2	d,a	X
chr13	693876.5	697007	3131.5	wt_2	b,c	X
chr13	859608.5	860858.5	1251	wt_2	a,c	X
chr14	43692	47401	3710	wt_2	a,c	X
chr14	115931	120079	4149	wt_2	d,a	M
chr14	262925	266053	3129	wt_2	d,a	X
chr14	371799.5	372757	958.5	wt_2	d,b	X
chr14	479024	479371	348	wt_2	c	C
chr14	585758.5	587299.5	1542	wt_2	b	C
chr14	694659	694659	NA	wt_2	a,b	X
chr14	719599	719599	NA	wt_2	a,b	X
chr15	31706.5	32557.5	852	wt_2	b	C
chr15	64904.5	68107	3203.5	wt_2	c	C
chr15	162592.5	164114.5	1523	wt_2	a,c	X
chr15	244050	249096.5	5047.5	wt_2	d,a	M
chr15	251515	251916.5	402.5	wt_2	b	C
chr15	286844	290371	3528	wt_2	d	C
chr15	296355.5	298548.5	2194	wt_2	a,b	X
chr15	397829.5	397829.5	NA	wt_2	a,c	X
chr15	496438.5	496589.5	152	wt_2	d,b	X
chr15	605197.5	609193.5	3997	wt_2	d	C
chr15	667547	673078	5532	wt_2	b,a	X
chr15	817416.5	817625	NA	wt_2	c,d	X
chr15	905602.5	910333.5	4732	wt_2	c	C
chr15	1010158.5	1011908	1750.5	wt_2	b,a	X
chr16	77615.5	78651	1036.5	wt_2	c,d	X
chr16	139285	142104.5	2820.5	wt_2	d,c	X
chr16	139285	144918	5634	wt_2	b	C
chr16	386019	387741.5	1723.5	wt_2	d	C
chr16	492908	492908	NA	wt_2	c,d	X
chr16	599441.5	599441.5	NA	wt_2	c,d	X
chr16	639521.5	640281.5	761	wt_2	c	C
chr16	729465.5	731143.5	1679	wt_2	b,c	X
chr16	819416.5	819416.5	NA	wt_2	a,d	X
chr16	898752	900219	1468	wt_2	d,a	X
chr01	63877	64972.5	1096.5	wt_20	d,a	X
chr01	93445	93649	205	wt_20	a	C
chr01	121167	122550.5	1384.5	wt_20	a	C
chr01	134232	134232	NA	wt_20	b,d	X
chr01	168991	172302	3312	wt_20	d	C
chr01	169552	170288	737	wt_20	b	C
chr02	70291.5	72770	2479.5	wt_20	c,a	X
chr02	116903	119496	2594	wt_20	a,b	X
chr02	156555.5	158456.5	1902	wt_20	a,b	M
chr02	310315	312902	2588	wt_20	c,a	X
chr02	340781.5	344251.5	3471	wt_20	c,b	X
chr02	355327	357859	2533	wt_20	c,d	X
chr02	416280.5	423710	7430.5	wt_20	b,d	X
chr02	476806	478266	1461	wt_20	d	C
chr02	511188	512606.5	1419.5	wt_20	b,d	X
chr02	582048.5	582948	900.5	wt_20	c	C
chr02	707921.5	707921.5	NA	wt_20	a,b	X
chr02	736618.5	738412	1794.5	wt_20	a	C
chr02	783346	787583.5	4238.5	wt_20	b,c	X
chr03	39697	45219.5	5523.5	wt_20	b	C
chr03	41711	45219.5	3509.5	wt_20	a,c	X
chr03	66603.5	69505	2902.5	wt_20	c,a	X
chr03	68638	69505	868	wt_20	d	C
chr03	233419	236616	3198	wt_20	a,c	X
chr03	263533	267826.5	4294.5	wt_20	a,d	X
chr03	287347.5	287772.5	426	wt_20	a	C
chr04	170705	173174	2470	wt_20	d,c	M
chr04	197615.5	198519.5	905	wt_20	b	C
chr04	298226	302737	4512	wt_20	d,b	X
chr04	409287.5	413735	4448.5	wt_20	d,b	X
chr04	411107	414029	2923	wt_20	a	C
chr04	520467.25	523289	2822.75	wt_20	c,a	X
chr04	549000.5	552460	3460.5	wt_20	d	C
chr04	623339.5	623806.5	468	wt_20	c,b	X
chr04	681806.75	682728.5	922.75	wt_20	c,b	X
chr04	699871	700342	472	wt_20	b,d	X
chr04	927546.5	930707	3161.5	wt_20	c,d	X
chr04	1057804.5	1062544	4740.5	wt_20	a	C
chr04	1192065.5	1192065.5	NA	wt_20	a,d	X
chr04	1299502.5	1299918	416.5	wt_20	d	C
chr04	1391549	1391549	NA	wt_20	b,c	X
chr04	1422368	1426679.5	4312.5	wt_20	a	C
chr04	1477345.5	1478446	1101.5	wt_20	b	C
chr05	80454	81494.5	1041.5	wt_20	a,c	X
chr05	221850.5	222911.5	1062	wt_20	b	C
chr05	259323.25	260851	1528.75	wt_20	c	C
chr05	377012.5	377884	872.5	wt_20	d,c	X
chr05	488365.5	490149.5	1785	wt_20	b,c	M
chr06	64714.5	68278	3564.5	wt_20	c,a	X
chr06	159388.5	164047	4659.5	wt_20	c,a	M
chr06	170397.5	170397.5	NA	wt_20	b,c	X
chr06	203343	204653	1311	wt_20	b,c	X
chr06	244173	245910.5	1738.5	wt_20	c	C
chr07	24983.5	24983.5	NA	wt_20	b,d	X
chr07	228449	230964.5	2516.5	wt_20	a,c	X
chr07	322705.5	322705.5	NA	wt_20	a,b	X
chr07	381096.5	382054.5	NA	wt_20	a,b	X
chr07	447340.5	453802.5	6463	wt_20	d	C
chr07	558134.5	561091.5	2958	wt_20	c,a	M
chr07	680714.5	680714.5	NA	wt_20	b,d	X
chr07	811251	811659.5	409.5	wt_20	a	C
chr07	869005	872910.5	3906.5	wt_20	a	C
chr07	908609	911786.5	3178.5	wt_20	d	C
chr07	1008515.5	1008812.5	298	wt_20	d,b	X
chr08	67140.25	67775.75	636.5	wt_20	a,b	X
chr08	129413.25	129413.25	NA	wt_20	c,d	X
chr08	143512	143932.5	421.5	wt_20	a	C
chr08	184207.5	184295	88.5	wt_20	a,b	X
chr08	216452.5	218800	2348.5	wt_20	a,c	M
chr08	259229	259229	NA	wt_20	b,c	X
chr08	341850	343479.5	1630.5	wt_20	c	C
chr08	341850	344842.75	2993.75	wt_20	a	C
chr08	471208	471208	NA	wt_20	a,b	X
chr08	496796.5	499209.5	2414	wt_20	d,b	X
chr09	52078.5	55649	3571.5	wt_20	a	C
chr09	96225	98981.5	2757.5	wt_20	d,a	X
chr09	161248	162710.5	1463.5	wt_20	d	C
chr09	267347.5	271413.5	4067	wt_20	d	C
chr09	344673	344673	NA	wt_20	a,c	X
chr09	421812	426546	4735	wt_20	d,b	X
chr10	100116.5	100725.5	610	wt_20	c,b	X
chr10	195652	195652	NA	wt_20	c,d	X
chr10	464786	466726	1941	wt_20	b,d	M
chr10	569700	570528	829	wt_20	d,b	X
chr10	676741	678648.5	1908.5	wt_20	d	C
chr10	693570	694166.5	NA	wt_20	d,c	X
chr11	32714.5	36617	3903.5	wt_20	b,a	X
chr11	139807.5	142921	3114.5	wt_20	a,b	X
chr11	170362.5	175680.5	5319	wt_20	b,c	X
chr11	239551.5	252873	13322.5	wt_20	c	C
chr11	331932.5	332612	680.5	wt_20	a,c	X
chr11	524802	528919.5	4118.5	wt_20	a,c	X
chr11	581979.5	587193	5214.5	wt_20	a,c	X
chr11	613665.5	617964.75	4300.25	wt_20	d,b	X
chr12	127111.5	127750.5	640	wt_20	a,b	X
chr12	185089	189024.5	3936.5	wt_20	a,c	M
chr12	319079.5	321236.5	2158	wt_20	d	C
chr12	395298	395298	NA	wt_20	a,c	X
chr12	514077.5	514111	NA	wt_20	b,d	X
chr12	644911.5	646080.5	1170	wt_20	b	C
chr12	701079.5	704827.5	3749	wt_20	d	C
chr12	763584	767734.5	4151.5	wt_20	c,b	X
chr12	781235.5	781838	603.5	wt_20	b,c	X
chr12	896464	898156.5	1693.5	wt_20	d,b	M
chr12	991721	996644.5	4924.5	wt_20	c,d	X
chr12	1055923.5	1057456.5	1534	wt_20	c	C
chr13	42646	42646	NA	wt_20	b,d	X
chr13	141721.5	142084	363.5	wt_20	a	C
chr13	177736	178675	940	wt_20	a,c	X
chr13	272219.5	273677.5	1459	wt_20	a,b	X
chr13	297597.25	297597.25	NA	wt_20	a,b	X
chr13	375659.75	375659.75	NA	wt_20	c,d	X
chr13	447237	449573	2337	wt_20	c,b	X
chr13	665385	667986.5	2602.5	wt_20	d,b	M
chr13	704013	705275	1263	wt_20	b,a	X
chr13	771466.5	771466.5	NA	wt_20	b,c	X
chr13	847634.5	852289.75	4656.25	wt_20	c,b	M
chr14	187321.5	189302	1981.5	wt_20	c,d	X
chr14	280917.5	281571.5	NA	wt_20	c,d	X
chr14	299268.5	302886.5	3619	wt_20	b,c	X
chr14	332184.5	333478	1294.5	wt_20	a	C
chr14	491643.5	494884.5	3242	wt_20	b,d	X
chr14	587299.5	588425.5	1127	wt_20	a	C
chr14	633403.75	635161	1758.25	wt_20	a,c	X
chr14	736827.5	737336	509.5	wt_20	b	C
chr14	766824.5	766824.5	NA	wt_20	a,d	X
chr15	40069.25	41388	1319.75	wt_20	b	C
chr15	40069.25	41388	1319.75	wt_20	d	C
chr15	137812	141743.5	3932.5	wt_20	c,b	X
chr15	206081	207727	1647	wt_20	d	C
chr15	310708.5	310708.5	NA	wt_20	b,d	X
chr15	428806.5	429389	583.5	wt_20	a,c	X
chr15	461008	461541	534	wt_20	b,d	X
chr15	722592.5	724261	1669.5	wt_20	c	C
chr15	893693.5	894969.5	1277	wt_20	d	C
chr15	985718.5	990288.5	4571	wt_20	a,c	X
chr16	167255	168088.5	834.5	wt_20	b,a	X
chr16	225328	228319.5	2992.5	wt_20	b	C
chr16	326402	330895	4494	wt_20	a	C
chr16	406036.5	411388.5	5353	wt_20	b,a	M
chr16	457542.5	459832	2290.5	wt_20	d,c	X
chr16	643868.5	647469.5	3602	wt_20	c	C
chr16	661455	661940.5	486.5	wt_20	d,c	X
chr16	888121	890382.5	2262.5	wt_20	d,c	X
chr16	906006	910054	4049	wt_20	b,a	X
chr01	56569.5	58698.5	2130	wt_21	c,d	X
chr01	106451.5	112286.5	5836	wt_21	a	C
chr01	134232	134232	NA	wt_21	a,b	X
chr01	190377	191228.5	852.5	wt_21	a,c	X
chr02	155440	155440	NA	wt_21	a,d	X
chr02	211895	211895	NA	wt_21	c,d	X
chr02	267220.75	268495	1275.25	wt_21	d	C
chr02	270235	272224	1990	wt_21	a	C
chr02	546981.5	550496	3515.5	wt_21	d,b	X
chr02	593862	597948.5	4087.5	wt_21	a,d	M
chr02	661528	664651.5	3124.5	wt_21	a	C
chr02	664022.5	665292.5	1271	wt_21	d,c	X
chr02	736396.5	736396.5	NA	wt_21	a,b	X
chr03	38164	41711	3548	wt_21	b,a	X
chr03	58487	64091	5605	wt_21	d,c	X
chr03	63373.5	63744.5	372	wt_21	a	C
chr03	155998.5	155998.5	NA	wt_21	c,d	X
chr03	210284	211987.5	1704.5	wt_21	a	C
chr03	213384	223503.5	10120.5	wt_21	d,c	M
chr03	258367	259442	1076	wt_21	a	C
chr04	90448.5	90448.5	NA	wt_21	a,c	X
chr04	158306.5	160481	2175.5	wt_21	d,b	X
chr04	344342	345940	1599	wt_21	c	C
chr04	477367.5	480007	2640.5	wt_21	a,c	X
chr04	567637.5	568471.5	835	wt_21	d,b	X
chr04	630308.5	630361.25	NA	wt_21	d,b	X
chr04	702198	704965.5	2768.5	wt_21	b,c	X
chr04	854310.5	854310.5	NA	wt_21	b,c	X
chr04	1013576	1013576	NA	wt_21	a,c	X
chr04	1049215	1052131.5	2917.5	wt_21	a	C
chr04	1070114.5	1073593	3479.5	wt_21	c	C
chr04	1144188	1144388.5	201.5	wt_21	d,c	X
chr04	1276031	1277914.5	1884.5	wt_21	b	C
chr04	1287475.5	1290507	3032.5	wt_21	c	C
chr04	1418590	1418791.5	202.5	wt_21	b	C
chr04	1474777.5	1476807.5	2031	wt_21	c,d	M
chr05	70593.5	71302	709.5	wt_21	a,b	X
chr05	196630	199702.5	3073.5	wt_21	c	CC
chr05	199702.5	200361.5	660	wt_21	d	C
chr05	309999.5	311495.5	1497	wt_21	a	C
chr05	335041.5	336795	1754.5	wt_21	a,b	M
chr05	474029	474029	NA	wt_21	a,d	X
chr05	551624.5	553122.5	1499	wt_21	c,b	X
chr06	54350.5	57361	3011.5	wt_21	b,a	X
chr06	96173.5	96173.5	NA	wt_21	c,d	X
chr06	249531	252200.5	2670.5	wt_21	a,c	X
chr07	228449	228449	NA	wt_21	c,d	X
chr07	286990	286990	NA	wt_21	c,d	X
chr07	389142	390068	927	wt_21	a,c	X
chr07	463681.5	466694	3013.5	wt_21	d,a	X
chr07	470282	470855	574	wt_21	c,d	X
chr07	525008	528257	3250	wt_21	c,a	X
chr07	609081	611720.5	2640.5	wt_21	b	C
chr07	624312.5	626017	1705.5	wt_21	d	C
chr07	732641	732641	NA	wt_21	b,c	X
chr07	836516	836516	NA	wt_21	b,c	X
chr07	943891.5	946095	2204.5	wt_21	a,d	X
chr07	1058025.5	1058025.5	NA	wt_21	c,d	X
chr08	47248	47775.5	528.5	wt_21	c,a	X
chr08	129413.25	129413.25	NA	wt_21	c,d	X
chr08	153611.5	153611.5	NA	wt_21	a,b	X
chr08	205749.5	209949	4200.5	wt_21	c	C
chr08	208566	209949	1384	wt_21	d	C
chr08	340482.5	344198.25	3716.75	wt_21	c,d	M
chr08	367399.5	371468.5	4070	wt_21	a,b	X
chr08	396068	401123.5	5056.5	wt_21	b	C
chr08	483596	486201	2606	wt_21	a	C
chr08	489417	491899	2483	wt_21	d,c	X
chr09	91771.5	93996	2225.5	wt_21	c,d	X
chr09	127101	128986	1886	wt_21	c	C
chr09	148040	149866.5	1827.5	wt_21	a	CC
chr09	277288.5	279420	2132.5	wt_21	b	C
chr10	36480	38966	2487	wt_21	d,c	M
chr10	235792	241712.5	5921.5	wt_21	a,b	M
chr10	267043	268540	1498	wt_21	b	C
chr10	360801.5	360801.5	NA	wt_21	c,d	X
chr10	577442	579308.5	1867.5	wt_21	b,a	X
chr10	667637.5	671507	3870.5	wt_21	a,b	X
chr10	693570	696889.5	3320.5	wt_21	b,d	X
chr11	22903	26058	3156	wt_21	c,b	M
chr11	239551.5	252873	13322.5	wt_21	b	C
chr11	386733	387033.25	301.25	wt_21	c,a	X
chr11	472112	472112	NA	wt_21	a,b	X
chr11	566535	567472.5	938.5	wt_21	d,a	M
chr12	35521	37217	1697	wt_21	c	C
chr12	136376	137280.5	905.5	wt_21	b,a	X
chr12	228914	231752	2839	wt_21	a,b	X
chr12	539170.5	540620.5	1451	wt_21	c,b	X
chr12	550965.5	552687.75	1723.25	wt_21	c,a	X
chr12	550965.5	554814.5	3850	wt_21	b	C
chr12	610292.5	611070.5	779	wt_21	c,d	X
chr12	701404.5	701604.5	201	wt_21	c,d	X
chr12	726773.5	729965.5	3193	wt_21	d	C
chr12	873508.5	875481.5	1974	wt_21	a,b	X
chr12	952813.5	952813.5	NA	wt_21	a,d	X
chr12	1000269.5	1002482.5	2214	wt_21	b,c	X
chr13	26037	27540.5	1504.5	wt_21	c,a	X
chr13	70493.5	72859.5	2367	wt_21	a	C
chr13	192874.5	200747	7873.5	wt_21	b,d	M
chr13	296187.5	298487	2300.5	wt_21	d	C
chr13	296745.25	298487	1742.75	wt_21	a,c	M
chr13	345593	348795	3203	wt_21	b,c	X
chr13	481317.5	482957.25	1640.75	wt_21	c,d	X
chr13	576004.5	576535.5	NA	wt_21	b,a	X
chr13	714711.5	717173.5	2463	wt_21	c,d	X
chr13	756570	758201	1632	wt_21	b,d	X
chr14	49900.5	49900.5	NA	wt_21	c,d	X
chr14	59111	61068	1958	wt_21	a,c	X
chr14	104416.5	114902.5	10487	wt_21	d,b	M
chr14	198079.5	198819	740.5	wt_21	d	C
chr14	242653.5	242653.5	NA	wt_21	c,d	X
chr14	296707	302886.5	6180.5	wt_21	a,b	M
chr14	369428	372757	3330	wt_21	a,c	M
chr14	440321.5	440321.5	NA	wt_21	a,c	X
chr14	613928	614679	752	wt_21	b	C
chr14	671126	671126	NA	wt_21	c,d	X
chr14	743410.5	743410.5	NA	wt_21	a,d	X
chr15	57755	60578	2824	wt_21	a	C
chr15	191805.5	195885	4080.5	wt_21	b,a	X
chr15	270728	275694	4967	wt_21	d,c	M
chr15	275694	275694	NA	wt_21	a,b	X
chr15	448904.5	451440	2536.5	wt_21	a	C
chr15	472171.5	474347	2176.5	wt_21	c	C
chr15	538633	546652.5	8020.5	wt_21	b	C
chr15	546652.5	549205	2553.5	wt_21	c	C
chr15	662101	662101	NA	wt_21	b,d	X
chr15	760067	760096	NA	wt_21	d,b	X
chr15	939528.5	939528.5	NA	wt_21	a,c	X
chr15	967252.5	968660	1408.5	wt_21	d	C
chr15	1021864.5	1026081	4217.5	wt_21	c,b	X
chr15	1037539	1040594	3056	wt_21	c,b	X
chr16	167255	167255	NA	wt_21	a,d	X
chr16	227690	228319.5	630.5	wt_21	d	C
chr16	403420.5	403420.5	NA	wt_21	a,d	X
chr16	537932	540704	2773	wt_21	d,c	X
chr16	695818	696947.5	1130.5	wt_21	c,d	X
chr16	865878.5	868227.5	2350	wt_21	b	CC
chr16	908251	909260.25	1010.25	wt_21	c,d	X
chr01	68239.5	68239.5	NA	wt_22	b,c	X
chr01	71422.5	72285	863.5	wt_22	b,c	X
chr01	85320	85536	217	wt_22	a	C
chr01	132388	132388	NA	wt_22	b,d	X
chr02	44498	44936	439	wt_22	a,c	X
chr02	122461	126767	4307	wt_22	d,a	X
chr02	143689	148517.5	4829.5	wt_22	a,b	X
chr02	181890.5	182382.5	493	wt_22	d	C
chr02	307566	307566	NA	wt_22	b,d	X
chr02	490654	495895	5242	wt_22	a,d	M
chr02	664651.5	666246.5	1596	wt_22	a	C
chr02	698139	704091	5953	wt_22	b,a	X
chr02	707921.5	707921.5	NA	wt_22	a,c	X
chr02	761860	761860	NA	wt_22	a,d	X
chr03	51269	52770.5	1502.5	wt_22	b,a	X
chr03	160817.5	164647	3830.5	wt_22	c	C
chr03	213384	219295	5912	wt_22	b	C
chr04	13302	18068	4767	wt_22	c,a	M
chr04	160481	161114.5	634.5	wt_22	b	C
chr04	160481	161947	1467	wt_22	d	C
chr04	269989	273551.5	3563.5	wt_22	d,b	X
chr04	305026	305487	462	wt_22	c	C
chr04	367058.5	370639	3581.5	wt_22	b,d	X
chr04	523289	526523.5	3235.5	wt_22	b	C
chr04	559583.5	563912	4329.5	wt_22	b	C
chr04	572146	575225.5	3080.5	wt_22	a,b	X
chr04	763945.5	763945.5	NA	wt_22	b,c	X
chr04	820738	824266	3529	wt_22	d	C
chr04	859828.5	861483.5	1656	wt_22	b	C
chr04	925161	926220	1060	wt_22	a,c	X
chr04	930765.5	932949	2184.5	wt_22	d	C
chr04	1059242.5	1059556.5	315	wt_22	c	C
chr04	1081236.5	1081236.5	NA	wt_22	b,d	X
chr04	1127298	1127298	NA	wt_22	b,c	X
chr04	1212708.25	1214487.75	1780.5	wt_22	d,a	X
chr04	1341108.5	1341336.5	229	wt_22	a	C
chr04	1355756.5	1355756.5	NA	wt_22	b,d	X
chr04	1475059	1478446	3388	wt_22	d	C
chr04	1477345.5	1478446	1101.5	wt_22	b	C
chr05	58799	59806	1008	wt_22	b,c	X
chr05	68019	71024	3006	wt_22	a,b	X
chr05	189380.5	189781	401.5	wt_22	a	C
chr05	205543.5	205543.5	NA	wt_22	a,b	X
chr05	332765.5	333420	655.5	wt_22	b	C
chr05	332765.5	336795	4030.5	wt_22	c,d	X
chr05	358820.5	359380	560.5	wt_22	b	C
chr05	517007	520304.5	3298.5	wt_22	b,a	X
chr06	64714.5	68278	3564.5	wt_22	c,d	M
chr06	203343	204211	869	wt_22	c,a	X
chr07	72073.5	73799.75	1727.25	wt_22	a,d	X
chr07	164835.5	168879.5	4045	wt_22	a,c	X
chr07	213674	214188.5	515.5	wt_22	c	C
chr07	253098.5	255001.5	1904	wt_22	d,c	X
chr07	276979.25	277531	552.75	wt_22	d	C
chr07	343008.5	343204.5	NA	wt_22	b,a	X
chr07	485529.25	485656.25	128	wt_22	b	C
chr07	735933.5	735933.5	NA	wt_22	a,c	X
chr07	753163.5	755638	2475.5	wt_22	b	C
chr07	960821	961247	NA	wt_22	b,d	X
chr07	973918	975595.5	1678.5	wt_22	a	C
chr07	1010628.5	1013518.5	2891	wt_22	c,d	M
chr08	97148	101671.5	4524.5	wt_22	c,a	M
chr08	120300.5	129413.25	9113.75	wt_22	a,c	X
chr08	326415.5	326415.5	NA	wt_22	a,d	X
chr08	471208	473319.5	2112.5	wt_22	b,a	X
chr09	53052	54865.5	1814.5	wt_22	a,d	X
chr09	88043	88649.5	607.5	wt_22	b,a	X
chr09	187619	187619	NA	wt_22	c,d	X
chr09	252821.5	254529.5	1709	wt_22	d,c	X
chr09	398038.5	400414	2376.5	wt_22	a,b	X
chr10	400437.5	400437.5	NA	wt_22	a,b	X
chr10	454758	454758	NA	wt_22	a,b	X
chr10	466039.5	466726	687.5	wt_22	c	C
chr10	526230.5	526642.5	NA	wt_22	b,c	X
chr10	643201	644290	1090	wt_22	d,b	X
chr10	680914.5	683283	2369.5	wt_22	a,c	X
chr11	95968	96837.5	870.5	wt_22	d,b	X
chr11	176355	178929.5	2575.5	wt_22	a,c	M
chr11	239551.5	239551.5	NA	wt_22	b,d	X
chr11	474193.5	477887.5	3695	wt_22	d,b	X
chr11	568347	574671.5	6325.5	wt_22	c	CC
chr12	98181.5	98181.5	NA	wt_22	a,b	X
chr12	569230	569230	NA	wt_22	b,d	X
chr12	624062.5	624861.5	NA	wt_22	b,d	X
chr12	720900	721887.5	988.5	wt_22	d	C
chr12	789958	789958	NA	wt_22	a,c	X
chr12	1011860.5	1013359.5	1500	wt_22	a	C
chr12	1029994	1029994	NA	wt_22	b,d	X
chr13	19773	19773	NA	wt_22	b,d	X
chr13	155079	159279.5	4201.5	wt_22	c,d	M
chr13	212725.5	214232	1507.5	wt_22	d,c	X
chr13	387983.5	388771	788.5	wt_22	d	C
chr13	404047	404424.5	378.5	wt_22	d,b	X
chr13	499240.5	501526	2286.5	wt_22	b,d	M
chr13	555920	561585	5666	wt_22	b,d	M
chr13	665079	666126.5	1048.5	wt_22	a,d	X
chr13	752739.5	752739.5	NA	wt_22	a,d	X
chr13	860858.5	862970.5	2113	wt_22	c,a	X
chr14	59111	60348	1238	wt_22	d	C
chr14	195936.5	196950.5	1015	wt_22	a,b	M
chr14	237325	240351	3027	wt_22	a,c	X
chr14	339198.5	340475	1277.5	wt_22	d,a	M
chr14	380287.5	381811.5	1525	wt_22	c,d	X
chr14	693512.5	694659	1147.5	wt_22	a,b	X
chr14	754812.5	755733.5	922	wt_22	c,b	X
chr15	31313.25	33823.5	2511.25	wt_22	b	C
chr15	185133	185712	580	wt_22	b,d	X
chr15	191805.5	195358	3553.5	wt_22	a	C
chr15	253206	253472	NA	wt_22	d,a	X
chr15	302479.5	303530	1051.5	wt_22	a,b	X
chr15	446925	449540.5	2616.5	wt_22	b	C
chr15	571814.5	571814.5	NA	wt_22	a,b	X
chr15	659089.5	662108.5	3020	wt_22	a	C
chr15	760913	762652	1740	wt_22	b	C
chr15	837871	837915.75	NA	wt_22	c,d	X
chr15	943591.5	943591.5	NA	wt_22	b,d	X
chr15	984576.5	990683.5	6108	wt_22	d,b	X
chr15	1044215	1044215	NA	wt_22	a,b	X
chr16	38694	39630	937	wt_22	b,d	X
chr16	73757	74183.5	427.5	wt_22	a,c	X
chr16	348465	349189.5	725.5	wt_22	a,b	X
chr16	424138.5	425607.5	1470	wt_22	c	C
chr16	431523	433107.5	1585.5	wt_22	d,a	X
chr16	465255	466880.5	1626.5	wt_22	a	C
chr16	535249.5	535792	543.5	wt_22	c,a	X
chr16	630619.5	630619.5	NA	wt_22	a,c	X
chr16	785524	785524	NA	wt_22	b,c	X
chr16	808286	813625	5340	wt_22	a	C
chr16	887440.5	890004	2564.5	wt_22	a,d	X
chr01	60581.5	61249.5	669	wt_23	b	C
chr01	74483	84244	9762	wt_23	d	C
chr01	81319.5	89538.5	8220	wt_23	c	C
chr01	132388	132388	NA	wt_23	a,b	X
chr02	110313.5	110313.5	NA	wt_23	b,c	X
chr02	193260.5	197358	4098.5	wt_23	d,c	X
chr02	490206	491639	1434	wt_23	a,b	X
chr02	695186.5	697048.5	1863	wt_23	c	C
chr02	740758	742174	1417	wt_23	c,b	X
chr02	776182.5	776182.5	NA	wt_23	b,d	X
chr03	28336.5	31840.5	3505	wt_23	c,d	X
chr03	208398	211556	3159	wt_23	b	C
chr03	211556	213384	1829	wt_23	d,c	X
chr03	243305.5	246990	3685.5	wt_23	d,a	X
chr04	43163.5	44607	1444.5	wt_23	b,a	X
chr04	264867.5	267777	2910.5	wt_23	c	C
chr04	306625.5	308349	1724.5	wt_23	b,c	X
chr04	397563.5	397563.5	NA	wt_23	a,c	X
chr04	549000.5	551943.5	2944	wt_23	b,a	X
chr04	719469.5	720539.5	1071	wt_23	d	C
chr04	862145	863210.5	1066.5	wt_23	d	C
chr04	898071.5	898071.5	NA	wt_23	b,c	X
chr04	1100718.5	1100718.5	NA	wt_23	a,c	X
chr04	1228643.5	1228643.5	NA	wt_23	a,c	X
chr04	1385942	1385942	NA	wt_23	a,c	X
chr04	1475859.5	1478446	2587.5	wt_23	b,d	X
chr05	28197	28467	271	wt_23	c,b	X
chr05	41962.5	43738.5	1777	wt_23	d	C
chr05	110252.75	112339.5	2087.75	wt_23	c,d	X
chr05	222911.5	222911.5	NA	wt_23	a,b	X
chr05	241347	243553	2207	wt_23	a	C
chr05	241956.75	243553	1597.25	wt_23	c	C
chr05	416106	417097	992	wt_23	b,c	X
chr05	460941	461949.5	1009.5	wt_23	b,c	X
chr06	47327	55178.5	7852.5	wt_23	a,d	M
chr06	92678	98020	5343	wt_23	b,d	X
chr06	216606	220291.5	3686.5	wt_23	b,a	X
chr06	222477	226264	3788	wt_23	c,d	X
chr07	38405.5	42935.5	4531	wt_23	d	C
chr07	151771	156427	4657	wt_23	b	C
chr07	151771	158841.5	7071.5	wt_23	a	C
chr07	282763	285457	2695	wt_23	a,c	X
chr07	384928	384928	NA	wt_23	a,c	X
