Silene	Sile_wilfordii	Queries	NC_035225	152320	83808-111516,124431-152139	1-83807,152140-152320	111517-124430
Chenopodium	Che_album	Target	NC_034950	152167	83677-108869,126975-152167	1-83676	108870-126974
Chenopodium	Che_quinoa	Queries	NC_034949	152099	83583-108787,126895-152099	1-83582	108788-126894
Haloxylon	Halox_ammodendron	Target	NC_027668	151570	84215-108411,127383-151570	1-84214	108412-127382
Haloxylon	Halox_persicum	Queries	NC_027669	151586	84218-108420,127393-151586	1-84217	108421-127392
Salicornia	Salic_bigelovii	Target	NC_027226	153076	84096-108917,127865-152686	1-84095,152687-153076	108918-127864
Salicornia	Salic_brachiata	Queries	NC_027224	153324	84250-109193,128014-152957	1-84249,152958-153324	109194-128013
Salicornia	Salic_europaea	Queries	NC_027225	153232	84184-109085,127941-152842	1-84183,152843-153232	109086-127940
#Spinacia	Spi_oleracea	Outgroup	NA	NA	NA	NA	NA
Drosera	Dro_erythrorhiza	Queries	NC_035241	134393	51521-88707,97207-134393	1-51520	88708-97206
Drosera	Dro_regia	Target	NC_035415	136810	79415-103000,113225-136810	1-79414	103001-113224
#Drosera	Dro_rotundifolia	Queries	NC_029770	192912	MULTI	MULTI	MULTI
Fagopyrum	Fago_dibotrys	Queries	NC_037705	159320	84423-115239,128504-159320	1-84422	115240-128503
Fagopyrum	Fago_esculentum_subsp_ancestrale	Queries	NC_010776	159599	84885-115569,128914-159598	1-84884,159599	115570-128913
Fagopyrum	Fago_luojishanense	Queries	NC_037706	159265	84432-115301,128396-159265	1-84431	115302-128395
Fagopyrum	Fago_tataricum	Target	NC_027161	159272	84398-115214,128456-159272	1-84397	115215-128455
Rheum	Rhe_palmatum	Target	NC_027728	161541	86519-117474,130586-161541	1-86518	117475-130585
Rheum	Rhe_wittrockii	Queries	NC_035950	159051	84751-115401,128401-159051	1-84750	115402-128400
Euonymus	Euo_hamiltonianus	Queries	NC_037518	157360	86400-112721,131039-157360	1-86399	112722-131038
Euonymus	Euo_japonicus	Target	NC_028067	157637	85942-112619,130960-157637	1-85941	112620-130959
Euonymus	Euo_schensianus	Queries	NC_036019	157702	86027-112510,131219-157702	1-86026	112511-131218
Chloranthus	Chlora_japonicus	Queries	NC_026565	158640	87670-113818,132437-158585	1-87669,158586-158640	113819-132436
Chloranthus	Chlora_spicatus	Target	NC_009598	157772	87049-113181,131580-157712	1-87048,157713-157772	113182-131579
Hydrangea	Hydran_hydrangeoides	Target	NC_034936	157692	86722-112830,131584-157692	1-86721	112831-131583
Hydrangea	Hydran_luteovenosa	Queries	NC_035662	157494	86597-112722,131369-157494	1-86596	112723-131368
Hydrangea	Hydran_petiolaris	Queries	NC_034935	157434	86592-112661,131365-157434	1-86591	112662-131364
Hydrangea	Hydran_serrata	Queries	NC_034934	157730	86790-112904,131616-157730	1-86789	112905-131615
#Pilostyles	Pilo_aethiopica	Target	NC_029235	11348	NONE	NONE	NONE
#Pilostyles	Pilo_hamiltonii	Queries	NC_029236	15167	NONE	NONE	NONE
Citrullus	Citrul_amarus	Queries	NC_035974	157008	86815-112962,130861-157008	1-86814	112963-130860
Citrullus	Citrul_colocynthis	Queries	NC_035727	157147	86853-113000,131000-157147	1-86852	113001-130999
Citrullus	Citrul_lanatus	Target	NC_032008	156906	86846-112927,130825-156906	1-86845	112928-130824
Citrullus	Citrul_mucosospermus	Queries	NC_033899	156907	86847-112928,130826-156907	1-86846	112929-130825
Citrullus	Citrul_rehmii	Queries	NC_035975	157135	87009-113079,131065-157135	1-87008	113080-131064
Cucumis	Cucum_hystrix	Queries	NC_023544	155031	86560-111590,129817-154993	1-86559,154994-155031	111591-129816
Cucumis	Cucum_melo_subsp_melo	Queries	NC_015983	156017	86335-112131,130221-156017	1-86334	112132-130220
Cucumis	Cucum_sativus	Target	NC_007144	155293	86651-111850,130060-155255	1-86650,155256-155293	111851-130059
Cucumis	Cucum_x_hytivus	Queries	NC_033871	155760	87005-112223,130542-155760	1-87004	112224-130541
Cucurbita	Cucur_maxima	Target	NC_036505	157204	87653-113408,131449-157204	1-87652	113409-131448
Cucurbita	Cucur_moschata	Queries	NC_036506	157644	88344-113916,132072-157644	1-88343	113917-132071
Cucurbita	Cucur_pepo	Queries	NC_038229	157343	87972-113573,131742-157343	1-87971	113574-131741
Gynostemma	Gynos_burmanicum	Queries	NC_036141	157687	86836-112949,131574-157687	1-86835	112950-131573
Gynostemma	Gynos_cardiospermum	Queries	NC_035959	159042	87579-113952,132669-159042	1-87578	113953-132668
Gynostemma	Gynos_caulopterum	Queries	NC_036135	157937	86847-113100,131684-157937	1-86846	113101-131683
Gynostemma	Gynos_compressum	Queries	NC_037179	157960	86811-113105,131666-157960	1-86810	113106-131665
Gynostemma	Gynos_laxiflorum	Queries	NC_036134	158273	87048-113306,132015-158273	1-87047	113307-132014
Gynostemma	Gynos_longipes	Queries	NC_036140	157601	86781-112867,131515-157601	1-86780	112868-131514
Gynostemma	Gynos_pentagynum	Queries	NC_036136	157791	86611-112766,131636-157791	1-86610	112767-131635
Gynostemma	Gynos_pentaphyllum	Target	NC_029484	159208	88488-114469,132855-158836	1-88487,158837-159208	114470-132854
Gynostemma	Gynos_pubescens	Queries	NC_036142	157666	86812-112925,131553-157666	1-86811	112926-131552
Burmannia	Burma_championii	Queries	NC_036663	85868	26921-53602,59187-85868	1-26920	53603-59186
Burmannia	Burma_coelestis	Queries	NC_036660	156223	83124-110451,128896-156223	1-83123	110452-128895
Burmannia	Burma_cryptopetala	Queries	NC_036662	107771	54469-76502,85738-107771	1-54468	76503-85737
Burmannia	Burma_disticha	Target	NC_036661	156422	79959-111590,124791-156422	1-79958	111591-124790
Burmannia	Burma_nepalensis	Queries	NC_036670	98706	37347-64425,71628-98706	1-37346	64426-71627
Burmannia	Burma_oblonga	Queries	NC_036664	39386	11798-25117,26067-39386	1-11797	25118-26066
Dioscorea	Diosc_alata	Target	NC_039707	153161	83415-108878,127698-153161	1-83414	108879-127697
Dioscorea	Diosc_collettii	Queries	NC_037717	153870	83826-109416,128280-153870	1-83825	109417-128279
Dioscorea	Diosc_elephantipes	Queries	NC_009601	152609	82778-108286,127101-152609	1-82777	108287-127100
Dioscorea	Diosc_polystachya	Queries	NC_037716	152963	83153-108645,127471-152963	1-83152	108646-127470
Dioscorea	Diosc_rotundata	Queries	NC_024170	155406	85602-111077,129918-155406	1-85601	111078-129917
Dioscorea	Diosc_villosa	Queries	NC_034686	153974	83866-109441,128344-153919	1-83865,153920-153974	109442-128343
Dioscorea	Diosc_zingiberensis	Queries	NC_027090	153970	83951-109441,128480-153970	1-83950	109442-128479
Aletris	Ale_fauriei	Queries	NC_033412	154440	83502-109879,128063-154440	1-83501	109880-128062
Aletris	Ale_spicata	Target	NC_033411	154999	83512-110175,128336-154999	1-83511	110176-128335
Viburnum	Vib_betulifolium	Target	NC_037951	158023	86762-113223,131562-158023	1-86761	113224-131561
Viburnum	Vib_utile	Queries	NC_032296	157620	86580-112758,131427-157620	1-86579	112759-131426
Lonicera	Lon_japonica	Target	NC_026839	155078	88859-112632,131305-155078	1-88858	112633-131304
Lonicera	Lon_stephanocarpa	Queries	NC_037954	155056	88915-112604,131367-155056	1-88914	112605-131366
Lonicera	Lon_tragophylla	Queries	NC_037953	155545	89300-113058,131787-155545	1-89299	113059-131786
Actinidia	Acti_arguta	Queries	NC_034913	156484	88214-112059,132639-156484	1-88213	112060-132638
Actinidia	Acti_chinensis	Target	NC_026690	156346	87986-111998,132334-156346	1-87985	111999-132333
Actinidia	Acti_deliciosa	Queries	NC_026691	156741	88269-112339,132671-156741	1-88268	112340-132670
Actinidia	Acti_eriantha	Queries	NC_034914	156964	88760-112591,133133-156964	1-88759	112592-133132
Actinidia	Acti_kolomikta	Queries	NC_034915	157425	88651-112800,133276-157425	1-88650	112801-133275
Actinidia	Acti_polygama	Queries	NC_031186	156583	88569-112377,132775-156583	1-88568	112378-132774
Actinidia	Acti_tetramera	Queries	NC_031187	157659	89573-113330,133865-157659	1-89572	113331-133864
Diospyros	Diosp_blancoi	Queries	NC_033502	157745	87247-113334,131658-157745	1-87246	113335-131657
Diospyros	Diosp_dumetorum	Queries	NC_035703	157834	86996-113175,131655-157834	1-86995	113176-131654
Diospyros	Diosp_glaucifolia	Queries	NC_030784	157593	86975-113077,131491-157593	1-86974	113078-131490
Diospyros	Diosp_kaki	Target	NC_030789	157784	87105-113172,131709-157779	1-87104,157780-157784	113173-131708
Diospyros	Diosp_lotus	Queries	NC_030786	157590	86945-113059,131476-157590	1-86944	113060-131475
Diospyros	Diosp_oleifera	Queries	NC_030787	157724	87057-113129,131652-157724	1-87056	113130-131651
Diospyros	Diosp_strigosa	Queries	NC_035654	157508	87108-113084,131532-157508	1-87107	113085-131531
#Monotropa	Monotropa_hypopitys	Queries	NC_029704	35336	NONE	NONE	NONE
Monotropa	Monotropa_uniflora	Target	NC_035582	43351	19152-27573,28372-36793	1-19151,36794-43351	27574-28371
Barringtonia	Barr_fusicarpa	Queries	NC_035701	158927	88226-114278,132875-158927	1-88225	114279-132874
Barringtonia	Barr_racemosa	Target	NC_035705	159002	88291-114348,132945-159002	1-88290	114349-132944
Adinandra	Adin_angustifolia	Queries	NC_035653	156344	85744-111834,130254-156344	1-85743	111835-130253
Adinandra	Adin_millettii	Target	NC_035678	156311	85699-111794,130216-156311	1-85698	111795-130215
Androsace	Andros_bulleyana	Queries	NC_034641	152110	80135-109134,126111-152110	1-80134	109135-126110
Androsace	Andros_paxiana	Target	NC_034640	150528	80792-106735,124585-150528	1-80791	106736-124584
Primula	Primula_chrysochlora	Queries	NC_034678	151944	83224-108683,126485-151944	1-83223	108684-126484
Primula	Primula_kwangtungensis	Queries	NC_034371	153757	84480-110334,127903-153757	1-84479	110335-127902
Primula	Primula_persimilis	Queries	NC_034331	152756	83538-109290,127004-152756	1-83537	109291-127003
Primula	Primula_poissonii	Target	NC_024543	151664	83445-108643,126466-151664	1-83444	108644-126465
Primula	Primula_sinensis	Queries	NC_030609	150859	82065-107599,125325-150859	1-82064	107600-125324
Primula	Primula_stenodonta	Queries	NC_034677	150785	82683-107864,125604-150785	1-82682	107865-125603
Primula	Primula_veris	Queries	NC_031428	150856	82049-107572,125328-150856	1-82048	107573-125327
Sinojackia	Sinoj_rehderiana	Target	NC_035711	158760	87975-114074,132661-158760	1-87974	114075-132660
Sinojackia	Sinoj_xylocarpa	Queries	NC_035418	158725	87995-114084,132636-158725	1-87994	114085-132635
Symplocos	Sympl_costaricana	Queries	NC_035708	157068	87113-113173,131008-157068	1-87112	113174-131007
Symplocos	Sympl_ovatilobata	Queries	NC_036489	157417	87448-113536,131329-157417	1-87447	113537-131328
Symplocos	Sympl_paniculata	Target	NC_035702	156992	87032-113101,130923-156992	1-87031	113102-130922
Camellia	Camell_azalea	Queries	NC_035574	157039	86675-112716,130998-157039	1-86674	112717-130997
Camellia	Camell_chekiangoleosa	Queries	NC_037472	156971	86674-112625,131020-156971	1-86673	112626-131019
Camellia	Camell_crapnelliana	Queries	NC_024541	156997	86656-112623,131030-156997	1-86655	112624-131029
Camellia	Camell_cuspidata	Queries	NC_022459	156618	86295-112319,130594-156618	1-86294	112320-130593
Camellia	Camell_danzaiensis	Queries	NC_022460	156576	86205-112260,130520-156576	1-86204	112261-130519
Camellia	Camell_elongata	Queries	NC_035652	156751	86367-112437,130681-156751	1-86366	112438-130680
Camellia	Camell_grandibracteata	Queries	NC_024659	157127	86657-112749,131035-157127	1-86656	112750-131034
Camellia	Camell_impressinervis	Queries	NC_022461	156892	86579-112619,130852-156892	1-86578	112620-130851
Camellia	Camell_japonica	Queries	NC_036830	156606	86258-112224,130640-156606	1-86257	112225-130639
Camellia	Camell_leptophylla	Queries	NC_024660	157102	86648-112737,131013-157102	1-86647	112738-131012
Camellia	Camell_mairei	Queries	NC_035688	156963	86599-112665,130897-156963	1-86598	112666-130896
Camellia	Camell_oleifera	Queries	NC_023084	156971	86472-112500,130780-156831	1-86471,156832-156971	112501-130779
Camellia	Camell_petelotii	Queries	NC_024661	157121	86660-112749,131032-157121	1-86659	112750-131031
Camellia	Camell_pitardii	Queries	NC_022462	156585	86213-112269,130529-156585	1-86212	112270-130528
Camellia	Camell_pubicosta	Queries	NC_024662	157076	86650-112723,131003-157076	1-86649	112724-131002
Camellia	Camell_reticulata	Queries	NC_024663	156971	86606-112671,130906-156971	1-86605	112672-130905
Camellia	Camell_sinensis	Target	NC_020019	157103	86646-112736,131013-157103	1-86645	112737-131012
Camellia	Camell_szechuanensis	Queries	NC_035651	157070	86613-112695,130989-157070	1-86612	112696-130988
Camellia	Camell_taliensis	Queries	NC_022264	156974	86673-112703,130944-156974	1-86672	112704-130943
Camellia	Camell_yunnanensis	Queries	NC_022463	156592	86237-112268,130561-156592	1-86236	112269-130560
Gordonia	Gor_brandegeei	Target	NC_035646	157604	87493-113461,131623-157591	1-87492,157592-157604	113462-131622
Gordonia	Gor_fruticosa	Queries	NC_035700	157214	86706-112830,131090-157214	1-86705	112831-131089
Gordonia	Gor_lasianthus	Queries	NC_035699	157705	87602-113584,131710-157692	1-87601,157693-157705	113585-131709
Polyspora	Polysp_axillaris	Target	NC_035645	156770	86308-112391,130687-156770	1-86307	112392-130686
Polyspora	Polysp_dalgleishiana	Queries	NC_035648	156292	86023-112005,130310-156292	1-86022	112006-130309
Polyspora	Polysp_hainanensis	Queries	NC_035693	156725	86271-112347,130649-156725	1-86270	112348-130648
Polyspora	Polysp_longicarpa	Queries	NC_035689	157058	86594-112683,130969-157058	1-86593	112684-130968
Polyspora	Polysp_speciosa	Queries	NC_035643	157066	86598-112681,130983-157066	1-86597	112682-130982
Pyrenaria	Pyre_diospyricarpa	Target	NC_035704	157102	86682-112751,131033-157102	1-86681	112752-131032
Pyrenaria	Pyre_khasiana	Queries	NC_035644	157065	86605-112684,130986-157065	1-86604	112685-130985
Pyrenaria	Pyre_menglaensis	Queries	NC_035639	157122	86621-112720,131023-157122	1-86620	112721-131022
Pyrenaria	Pyre_microcarpa	Queries	NC_035686	156864	86414-112497,130781-156864	1-86413	112498-130780
Pyrenaria	Pyre_oblongicarpa	Queries	NC_035694	156732	86478-112573,130637-156732	1-86477	112574-130636
Pyrenaria	Pyre_pingpienensis	Queries	NC_035642	156926	86485-112568,130843-156926	1-86484	112569-130842
Schima	Schima_argentea	Queries	NC_035536	157245	87223-113188,131280-157245	1-87222	113189-131279
Schima	Schima_brevipedicellata	Queries	NC_035537	157227	87203-113170,131260-157227	1-87202	113171-131259
Schima	Schima_crenata	Queries	NC_035538	157288	87233-113208,131313-157288	1-87232	113209-131312
Schima	Schima_khasiana	Queries	NC_035539	157252	87209-113174,131287-157252	1-87208	113175-131286
Schima	Schima_multibracteata	Queries	NC_035540	157278	87234-113204,131308-157278	1-87233	113205-131307
Schima	Schima_noronhae	Queries	NC_035541	157278	87218-113202,131294-157278	1-87217	113203-131293
Schima	Schima_remotiserrata	Queries	NC_035542	157284	87230-113205,131309-157284	1-87229	113206-131308
Schima	Schima_sericans	Queries	NC_035543	157302	87273-113226,131349-157302	1-87272	113227-131348
Schima	Schima_sinensis	Queries	NC_035544	157297	87244-113219,131322-157297	1-87243	113220-131321
Schima	Schima_superba	Target	NC_035545	157254	87203-113178,131279-157254	1-87202	113179-131278
Schima	Schima_wallichii	Queries	NC_035546	157240	87205-113170,131275-157240	1-87204	113171-131274
Stewartia	Stew_calcicola	Queries	NC_035696	158425	87512-113859,132066-158413	1-87511,158414-158425	113860-132065
Stewartia	Stew_cordifolia	Queries	NC_035649	158450	87500-113887,132051-158438	1-87499,158439-158450	113888-132050
Stewartia	Stew_crassifolia	Queries	NC_035647	158410	87480-113869,132010-158399	1-87479,158400-158410	113870-132009
Stewartia	Stew_malacodendron	Queries	NC_035691	158376	87317-113730,131951-158364	1-87316,158365-158376	113731-131950
Stewartia	Stew_ovata	Queries	NC_035695	158416	87525-113906,132023-158404	1-87524,158405-158416	113907-132022
Stewartia	Stew_pseudocamellia	Target	NC_035697	158409	87511-113887,132021-158397	1-87510,158398-158409	113888-132020
Stewartia	Stew_pteropetiolata	Queries	NC_035690	158520	87568-113945,132131-158508	1-87567,158509-158520	113946-132130
Stewartia	Stew_rostrata	Queries	NC_035698	158077	87530-113571,132024-158065	1-87529,158066-158077	113572-132023
Stewartia	Stew_rubiginosa	Queries	NC_035650	158433	87526-113902,132045-158421	1-87525,158422-158433	113903-132044
Stewartia	Stew_sinensis	Queries	NC_035640	158177	87624-113665,132124-158165	1-87623,158166-158177	113666-132123
Acacia	Aca_dealbata	Queries	NC_034985	174217	92754-131007,135964-174217	1-92753	131008-135963
Acacia	Aca_ligulata	Target	NC_026134	174233	92771-130995,135981-174205	1-92770,174206-174233	130996-135980
Ammopiptanthus	Ammopi_mongolicus	Queries	NC_034742	153935	83836-109849,127866-153879	1-83835,153880-153935	109850-127865
Ammopiptanthus	Ammopi_nanus	Target	NC_034743	154140	84071-110070,128085-154084	1-84070,154085-154140	110071-128084
#Astragalus	Astra_mongholicus	Target	NC_029828	123582	NONE	NONE	NONE
#Astragalus	Astra_mongholicus_var_nakaianus	Queries	NC_028171	123633	NONE	NONE	NONE
Bauhinia	Bau_acuminata	Target	NC_037762	155548	86280-111843,129985-155548	1-86279	111844-129984
Bauhinia	Bau_binata	Queries	NC_037764	153990	86860-111272,129578-153990	1-86859	111273-129577
Caragana	Cara_korshinskii	Target	NC_035229	129331	100079-100185,109286-109392	1-100078,109393-129331	100186-109285
Caragana	Cara_kozlowii	Queries	NC_035228	131274	101414-101520,110969-111075	1-101413,111076-131274	101521-110968
Caragana	Cara_microphylla	Queries	NC_032691	130029	100318-100424,109485-109591	1-100317,109592-130029	100425-109484
Glycine	Glyci_canescens	Queries	NC_021647	152518	83580-109109,126982-152511	1-83579,152512-152518	109110-126981
Glycine	Glyci_cyrtoloba	Queries	NC_021645	152381	83575-109059,126890-152374	1-83574,152375-152381	109060-126889
Glycine	Glyci_dolichocarpa	Queries	NC_021648	152804	83820-109400,127217-152797	1-83819,152798-152804	109401-127216
Glycine	Glyci_falcata	Queries	NC_021649	153023	84034-109586,127462-153014	1-84033,153015-153023	109587-127461
Glycine	Glyci_gracilis	Queries	NC_030329	152218	83176-108749,126645-152218	1-83175	108750-126644
Glycine	Glyci_max	Target	NC_007942	152218	83176-108749,126645-152218	1-83175	108750-126644
Glycine	Glyci_soja	Queries	NC_022868	152217	83175-108748,126644-152217	1-83174	108749-126643
Glycine	Glyci_stenophita	Queries	NC_021646	152618	83942-109353,127200-152611	1-83941,152612-152618	109354-127199
Glycine	Glyci_syndetika	Queries	NC_021650	152783	83840-109374,127242-152776	1-83839,152777-152783	109375-127241
Glycine	Glyci_tomentella	Queries	NC_021636	152728	83778-109320,127179-152721	1-83777,152722-152728	109321-127178
#Glycyrrhiza	Glycy_glabra	Queries	NC_024038	127943	NONE	NONE	NONE
#Glycyrrhiza	Glycy_lepidota	Target	NC_034229	127939	NONE	NONE	NONE
#Lathyrus	Lathy_clymenum	Target	NC_027148	121263	NONE	NONE	NONE
#Lathyrus	Lathy_davidii	Queries	NC_027073	123895	NONE	NONE	NONE
#Lathyrus	Lathy_graminifolius	Queries	NC_027074	122438	NONE	NONE	NONE
#Lathyrus	Lathy_inconspicuus	Queries	NC_027149	123153	NONE	NONE	NONE
Lathyrus	Lathy_japonicus	Queries	NC_027075	124242	19189-19317,42340-42468	1-19188,42469-124242	19318-42339
#Lathyrus	Lathy_littoralis	Queries	NC_027076	123734	NONE	NONE	NONE
#Lathyrus	Lathy_ochroleucus	Queries	NC_027077	123911	NONE	NONE	NONE
#Lathyrus	Lathy_odoratus	Queries	NC_027150	120289	NONE	NONE	NONE
#Lathyrus	Lathy_palustris	Queries	NC_027078	124287	NONE	NONE	NONE
Lathyrus	Lathy_pubescens	Queries	NC_027079	126421	30328-31405,106416-107493	31406-106415	1-30327,107494-126421
#Lathyrus	Lathy_sativus	Queries	NC_014063	121020	NONE	NONE	NONE
#Lathyrus	Lathy_tingitanus	Queries	NC_027151	122165	NONE	NONE	NONE
Lathyrus	Lathy_venosus	Queries	NC_027080	125459	31681-31888,61245-61452	1-31680,61453-125459	31889-61244
Lupinus	Lup_albus	Target	NC_026681	154140	82267-110321,126086-154140	1-82266	110322-126085
Lupinus	Lup_luteus	Queries	NC_023090	151894	82328-108187,126035-151894	1-82327	108188-126034
Lupinus	Lup_westianus	Queries	NC_036487	154270	82439-110427,126282-154270	1-82438	110428-126281
#Medicago	Med_falcata	Target	NC_032066	124430	NONE	NONE	NONE
#Medicago	Med_hybrida	Queries	NC_027153	125208	NONE	NONE	NONE
#Medicago	Med_papillosa	Queries	NC_027154	125203	NONE	NONE	NONE
#Medicago	Med_truncatula	Queries	NC_003119	124033	NONE	NONE	NONE
#Pachyrhizus	Pachyr_erosus	Outgroup	NA	NA	NA	NA	NA
#Phaseolus	Phas_vulgaris	Outgroup	NA	NA	NA	NA	NA
#Pisum	Pisum_fulvum	Queries	NC_036828	120837	NONE	NONE	NONE
#Pisum	Pisum_sativum	Target	NC_014057	122169	NONE	NONE	NONE
#Pisum	Pisum_sativum_subsp_elatius	Queries	NC_039371	121958	NONE	NONE	NONE
#Trifolium	Trif_aureum	Queries	NC_024035	126970	NONE	NONE	NONE
#Trifolium	Trif_boissieri	Queries	NC_025743	125740	NONE	NONE	NONE
#Trifolium	Trif_glanduliferum	Queries	NC_025744	126149	NONE	NONE	NONE
#Trifolium	Trif_grandiflorum	Queries	NC_024034	125628	NONE	NONE	NONE
#Trifolium	Trif_meduseum	Queries	NC_024166	142595	MULTI	MULTI	MULTI
Trifolium	Trif_repens	Target	NC_024036	132120	1766-3802,82454-84499	3803-82453	1-1765,84500-132120
#Trifolium	Trif_strictum	Queries	NC_025745	125834	NONE	NONE	NONE
#Trifolium	Trif_subterraneum	Queries	NC_011828	144763	MULTI	MULTI	MULTI
Vachellia	Vach_flava	Queries	NC_036734	165829	94221-120288,139762-165829	1-94220	120289-139761
Vachellia	Vach_seyal	Target	NC_036735	165383	93902-119969,139316-165383	1-93901	119970-139315
Vigna	Vig_angularis	Target	NC_021091	151683	81285-107747,125221-151683	1-81284	107748-125220
Vigna	Vig_radiata	Queries	NC_013843	151271	80899-107372,124798-151271	1-80898	107373-124797
Vigna	Vig_unguiculata	Queries	NC_018051	152415	80765-107348,124774-151357	1-80764,151358-152415	107349-124773
#Wisteria	Wis_floribunda	Target	NC_027677	130960	NONE	NONE	NONE
#Wisteria	Wis_sinensis	Queries	NC_029406	130561	NONE	NONE	NONE
Alnus	Alnus_cordata	Queries	NC_036751	160847	89501-115554,134794-160847	1-89500	115555-134793
Alnus	Alnus_incana	Target	NC_036752	160807	89432-115485,134754-160807	1-89431	115486-134753
Alnus	Alnus_japonica	Queries	NC_036753	160788	89427-115478,134737-160788	1-89426	115479-134736
Alnus	Alnus_maximowiczii	Queries	NC_036754	160586	89294-115324,134556-160586	1-89293	115325-134555
Alnus	Alnus_nitida	Queries	NC_036755	160871	89531-115704,134698-160871	1-89530	115705-134697
Alnus	Alnus_orientalis	Queries	NC_036756	160470	89100-115191,134420-160470	1-89099	115192-134419
Alnus	Alnus_rubra	Queries	NC_036757	160754	89518-115551,134721-160754	1-89517	115552-134720
Alnus	Alnus_subcordata	Queries	NC_036758	160702	89385-115438,134649-160702	1-89384	115439-134648
Betula	Bet_cordifolia	Queries	NC_037473	160771	89582-115621,134732-160771	1-89581	115622-134731
Betula	Bet_nana	Target	NC_033978	160579	89493-115526,134546-160579	1-89492	115527-134545
Carpinus	Carp_cordata	Queries	NC_036723	159157	88526-114563,133120-159157	1-88525	114564-133119
Carpinus	Carp_putoensis	Target	NC_033503	159673	89020-115061,133630-159671	1-89019,159672-159673	115062-133629
Carpinus	Carp_tientaiensis	Queries	NC_034910	160104	89471-115476,134074-160079	1-89470,160080-160104	115477-134073
Corylus	Coryl_avellana	Target	NC_031855	159641	88063-115064,132640-159641	1-88062	115065-132639
Corylus	Coryl_chinensis	Queries	NC_032351	159915	88117-115104,132928-159915	1-88116	115105-132927
Corylus	Coryl_fargesii	Queries	NC_031854	159856	88315-114915,133256-159856	1-88314	114916-133255
Corylus	Coryl_heterophylla	Queries	NC_031856	159587	88788-114885,133490-159587	1-88787	114886-133489
Ostrya	Ostr_rehderiana	Target	NC_028349	159347	88308-114236,133180-159105	1-88307,159106-159347	114237-133179
Ostrya	Ostr_trichocarpa	Queries	NC_034295	159122	88155-114261,133019-159122	1-88154	114262-133018
Castanea	Castanea_henryi	Queries	NC_033881	160807	90395-116128,135074-160807	1-90394	116129-135073
Castanea	Castanea_mollissima	Target	NC_014674	160799	90433-116117,135115-160799	1-90432	116118-135114
Castanopsis	Castano_concinna	Queries	NC_033409	160606	90250-115923,134908-160600	1-90249,160601-160606	115924-134907
Castanopsis	Castano_echinocarpa	Target	NC_023801	160647	90395-116023,135019-160647	1-90394	116024-135018
Castanopsis	Castano_hainanensis	Queries	NC_037389	160631	90329-116015,134945-160631	1-90328	116016-134944
Quercus	Q_aliena	Queries	NC_026790	160921	90259-116099,135081-160921	1-90258	116100-135080
Quercus	Q_aquifolioides	Queries	NC_026913	160415	89809-115658,134552-160401	1-89808,160402-160415	115659-134551
Quercus	Q_baronii	Queries	NC_029490	161072	90342-116184,135230-161072	1-90341	116185-135229
Quercus	Q_dolicholepis	Queries	NC_031357	161237	90462-116325,135374-161237	1-90461	116326-135373
Quercus	Q_glauca	Queries	NC_036930	160798	90230-116060,134968-160798	1-90229	116061-134967
Quercus	Q_rubra	Target	NC_020152	161304	90542-116412,135434-161304	1-90541	116413-135433
Quercus	Q_sichourensis	Queries	NC_036941	160681	90155-115989,134847-160681	1-90154	115990-134846
Quercus	Q_spinosa	Queries	NC_026907	160825	90372-116232,134965-160825	1-90371	116233-134964
Quercus	Q_tarokoensis	Queries	NC_036370	161355	90603-116468,135490-161355	1-90602	116469-135489
Quercus	Q_tungmaiensis	Queries	NC_036936	160702	90114-115938,134878-160702	1-90113	115939-134877
Quercus	Q_variabilis	Queries	NC_031356	161077	90388-116204,135261-161077	1-90387	116205-135260
#Trigonobalanus	Trig_doichangensis	Outgroup	NA	NA	NA	NA	NA
Juglans	Jug_cathayensis	Queries	NC_033893	159730	89334-115356,133708-159730	1-89333	115357-133707
Juglans	Jug_cinerea	Queries	NC_035960	160288	89804-115837,134255-160288	1-89803	115838-134254
Juglans	Jug_hindsii	Queries	NC_035965	160406	89918-115952,134372-160406	1-89917	115953-134371
Juglans	Jug_hopeiensis	Queries	NC_033894	159714	89317-115339,133692-159714	1-89316	115340-133691
Juglans	Jug_major	Queries	NC_035966	160276	89830-115857,134249-160276	1-89829	115858-134248
Juglans	Jug_mandshurica	Queries	NC_033892	159729	89332-115354,133707-159729	1-89331	115355-133706
Juglans	Jug_nigra	Target	NC_035967	160274	89808-115846,134236-160274	1-89807	115847-134235
Juglans	Jug_regia	Queries	NC_028617	160537	90060-116095,134502-160537	1-90059	116096-134501
Juglans	Jug_sigillata	Queries	NC_031373	160350	89873-115908,134315-160350	1-89872	115909-134314
Asclepias	Asc_nivea	Queries	NC_022431	161592	91872-117346,136118-161592	1-91871	117347-136117
Asclepias	Asc_syriaca	Target	NC_022432	158719	89348-114747,133320-158719	1-89347	114748-133319
Cynanchum	Cynan_auriculatum	Target	NC_029460	160840	91974-116573,136241-160840	1-91973	116574-136240
Cynanchum	Cynan_wilfordii	Queries	NC_029459	161241	91996-116653,136584-161241	1-91995	116654-136583
#Oncinotis	Oncin_tenuiloba	Outgroup	NA	NA	NA	NA	NA
Gentiana	Gent_caelestis	Queries	NC_037979	137644	77871-101983,113532-137644	1-77870	101984-113531
Gentiana	Gent_crassicaulis	Queries	NC_027442	148776	81165-106435,123506-148776	1-81164	106436-123505
